1762754400,0000000100000080,89903426866,833,879
1762754401,0000008000000080,89914894266,5334,880
1762754404,0000000200000004,89948771858,3292,881
1762754431,0000008000000080,90213198593,2964,882
1762754436,0000000800000004,90268186582,4864,883
1762754468,0000008000000001,90589206386,1128,884
1762754475,0000008000000001,90658098207,2180,885
1762754482,0000000800000080,90724408288,3380,886
1762754485,0000004000000001,90754624990,1567,887
1762754493,0000004000000080,90838039949,1745,888
1762754498,0000000100000003,90884983395,4121,889
1762754500,0000004000000004,90905943376,5688,890
1762754501,0000000100000001,90919393732,2044,891
1762754510,0000008000000008,91008971172,1851,892
1762754517,000000c400000004,91075926535,3007,893
1762754577,0000000400000080,91682366783,2884,894
1762754578,0000000400000008,91691643230,2332,895
1762754587,0000008000000004,91773493552,2596,896
1762754588,0000000400000080,91791617411,1514,897
1762754596,0000000800000080,91863970401,2351,898
1762754600,0000008000000080,91905852689,5031,899
1762754601,0000004000000003,91921556295,4093,900
1762754602,0000000400000002,91922830132,4015,901
1762754602,0000004000000004,91927938857,3705,902
1762754605,0000000800000002,91958672887,1855,903
1762754606,0000000400000008,91962716503,1611,904
1762754609,0000000100000001,92000274176,4552,905
1762754629,0000000100000001,92195572793,3177,906
1762754633,0000000800000004,92241729950,415,907
1762754636,0000008000000080,92270235648,3892,908
1762754643,0000008000000080,92337340758,5046,909
1762754648,0000004000000008,92387088790,2053,910
1762754650,0000008000000001,92407125278,849,911
1762754652,0000004000000008,92425096068,4963,912
1762754671,0000008000000002,92618664550,3709,913
1762754683,0000000400000004,92736372070,1819,914
1762754705,0000008000000080,92954264138,4302,915
1762754750,0000000200000080,93405001657,3141,916
1762754796,0000000300000001,93871771019,1039,917
1762754800,0000008000000080,93907616464,4085,918
1762754821,0000008000000008,94118005793,1810,919
1762754855,0000000100000001,94460587305,1979,920
1762754865,0000008000000002,94561118068,1121,921
1762754882,0000000400000002,94725598083,1618,922
1762754895,0000008000000080,94857172204,4098,923
1762754906,0000008000000080,94963055088,2907,924
1762754910,0000000100000004,95003080260,512,925
1762754941,0000000800000008,95312905909,2639,926
1762754942,0000000100000001,95329571112,1644,927
1762754954,0000000400000080,95443124820,5201,928
1762754966,0000000100000001,95569429740,2788,929
1762754968,0000008000000080,95584449138,1895,930
1762754970,0000000400000004,95606477897,573,931
1762754970,0000000800000080,95612207414,231,932
1762754971,0000000100000008,95613777576,5323,933
1762754971,0000008000000008,95615274875,5233,934
1762755004,0000000100000008,95949668390,702,935
1762755009,0000008000000001,95996785209,3051,936
1762755012,0000000100000001,96024169175,1410,937
1762755014,0000000400000004,96046787160,5246,938
1762755015,0000000100000002,96060995963,4401,939
1762755025,0000000400000080,96159041394,3690,940
1762755027,0000000800000004,96178678141,2499,941
1762755048,0000000100000001,96387352359,348,942
1762755050,0000008000000008,96408328474,4282,943
1762755057,0000000800000001,96475706951,227,944
1762755057,0000000400000008,96478486827,5247,945
1762755058,0000008000000080,96485756482,4817,946
1762755061,0000000100000001,96514606070,3067,947
1762755096,0000000200000004,96870491906,2436,948
1762755101,0000004000000002,96915333258,4941,949
1762755109,0000000400000008,96993441034,246,950
1762755128,0000008000000080,97186119619,4241,951
1762755132,0000000100000001,97227430200,1747,952
1762755148,0000000400000002,97388399116,2444,953
1762755151,0000000400000080,97418694665,633,954
1762755152,0000008000000008,97432309372,5006,955
1762755163,0000008000000002,97537942524,3848,956
1762755169,0000000400000008,97595053034,414,957
1762755173,0000000100000005,97641975862,2769,958
1762755174,0000008000000080,97647715418,2428,959
1762755175,0000000400000002,97657066524,1874,960
1762755183,0000000100000001,97736582982,2281,961
1762755187,0000000100000001,97779426538,4902,962
1762755189,0000000400000080,97802067058,3536,963
1762755214,0000008000000080,98043051904,4631,964
1762755221,0000000400000008,98113587942,386,965
1762755237,0000000800000080,98274730396,1072,966
1762755256,0000008000000080,98467345837,5070,967
1762755268,0000000400000001,98587291461,3041,968
1762755269,0000000400000080,98593698195,2655,969
1762755270,0000000100000001,98606375777,1902,970
1762755271,0000000800000080,98614690176,1398,971
1762755273,0000000100000004,98641193981,5003,972
1762755277,0000000800000080,98675825296,2907,973
1762755277,0000008000000080,98677339632,2816,974
1762755287,0000000400000080,98774954659,2147,975
1762755310,0000000800000004,99002865176,4026,976
1762755315,0000000800000080,99056248219,810,977
1762755326,0000000100000001,99166620811,4566,978
1762755329,0000000400000004,99197190533,2708,979
1762755332,0000000100000003,99226401426,961,980
1762755343,0000008000000008,99337338817,4682,981
1762755351,0000004000000004,99419456597,4932,982
1762755375,000000040000000c,99661601315,753,983
