t,V_R
-0.005,7.6000000000000005
-0.0049960000000000004,7.2
-0.004992,7.2
-0.004988,6.800000000000001
-0.004984,6.800000000000001
-0.00498,6.800000000000001
-0.004976,6.4
-0.004972,6.800000000000001
-0.004968,6.4
-0.0049640000000000005,6.4
-0.00496,6.4
-0.004956,6.0
-0.004952,6.0
-0.004948,6.0
-0.0049440000000000005,6.0
-0.00494,5.6000000000000005
-0.004936,5.6000000000000005
-0.004932,5.6000000000000005
-0.004928,5.6000000000000005
-0.004924,5.2
-0.00492,5.2
-0.004916,5.2
-0.004912,5.2
-0.004908,5.2
-0.004904,5.2
-0.0049,4.800000000000001
-0.004896,4.800000000000001
-0.0048920000000000005,4.800000000000001
-0.004888,4.800000000000001
-0.004884,4.800000000000001
-0.00488,4.4
-0.004876,4.800000000000001
-0.0048720000000000005,4.4
-0.004868,4.4
-0.004864,4.4
-0.00486,4.4
-0.004856,4.0
-0.004852,4.0
-0.004848,4.0
-0.004844,4.0
-0.0048400000000000006,4.0
-0.004836,4.0
-0.004832,4.0
-0.004828,3.6
-0.004824,3.6
-0.0048200000000000005,3.6
-0.004816,3.6
-0.004812,3.6
-0.004808,3.6
-0.004804,3.2
-0.0048000000000000004,3.2
-0.004796,3.2
-0.004792,3.2
-0.004788,3.2
-0.004784,3.2
-0.00478,3.2
-0.004776,3.2
-0.004772,2.8000000000000003
-0.004768,2.8000000000000003
-0.004764,2.8000000000000003
-0.00476,3.2
-0.004756,2.8000000000000003
-0.004752,2.8000000000000003
-0.0047480000000000005,2.8000000000000003
-0.004744,2.8000000000000003
-0.00474,2.8000000000000003
-0.004736,2.8000000000000003
-0.004732,2.4000000000000004
-0.004728,2.4000000000000004
-0.004724,2.4000000000000004
-0.00472,2.4000000000000004
-0.004716,2.4000000000000004
-0.004712,2.4000000000000004
-0.004708,2.4000000000000004
-0.004704,2.4000000000000004
-0.0047,2.4000000000000004
-0.0046960000000000005,2.4000000000000004
-0.004692,2.0
-0.004688,2.0
-0.004684,2.0
-0.00468,2.0
-0.0046760000000000005,2.4000000000000004
-0.004672,2.0
-0.004668,2.0
-0.004664,2.0
-0.00466,2.0
-0.004656,2.0
-0.004652,2.0
-0.004648,2.0
-0.0046440000000000006,2.0
-0.00464,2.0
-0.004636,2.0
-0.004632,2.0
-0.004628,2.0
-0.0046240000000000005,2.0
-0.00462,2.0
-0.004616,1.6
-0.004612,1.6
-0.004608,1.6
-0.0046040000000000005,1.6
-0.0046,2.0
-0.004596,1.6
-0.004592,1.6
-0.004588,1.6
-0.004584,1.6
-0.00458,1.6
-0.004576,1.6
-0.004572,1.6
-0.004568,1.6
-0.004564,1.6
-0.00456,1.6
-0.004556,1.6
-0.0045520000000000005,1.6
-0.004548,1.6
-0.004544,1.6
-0.00454,1.6
-0.004536,1.6
-0.0045320000000000004,1.6
-0.004528,1.6
-0.004524,1.6
-0.00452,1.6
-0.004516,1.6
-0.004512,1.6
-0.004508,1.2000000000000002
-0.004504,1.6
-0.0045000000000000005,1.6
-0.004496,1.6
-0.004492,1.6
-0.004488,1.6
-0.004484,1.6
-0.0044800000000000005,1.2000000000000002
-0.004476,1.2000000000000002
-0.004472,-28.8
-0.004468,-28.0
-0.004464,-27.6
-0.00446,-27.200000000000003
-0.004456,-26.8
-0.004452,-26.400000000000002
-0.0044480000000000006,-26.0
-0.004444,-25.6
-0.00444,-25.200000000000003
-0.004436,-24.400000000000002
-0.004432,-24.0
-0.004428,-23.6
-0.004424,-23.200000000000003
-0.00442,-22.8
-0.004416,-22.400000000000002
-0.004412,-22.400000000000002
-0.0044080000000000005,-22.0
-0.004404,-21.200000000000003
-0.0044,-21.200000000000003
-0.004396000000000001,-20.8
-0.004392,-20.8
-0.004388,-20.0
-0.004384,-20.0
-0.00438,-19.6
-0.004376,-18.8
-0.004372,-18.8
-0.004368,-18.400000000000002
-0.004364,-18.400000000000002
-0.00436,-18.0
-0.0043560000000000005,-18.0
-0.004352,-17.2
-0.004348,-17.2
-0.004344,-16.8
-0.00434,-16.8
-0.0043360000000000004,-16.400000000000002
-0.004332,-16.0
-0.004328,-16.0
-0.004324,-15.600000000000001
-0.00432,-15.200000000000001
-0.004316,-14.8
-0.004312,-14.8
-0.004308,-14.4
-0.0043040000000000005,-14.4
-0.0043,-14.0
-0.004296,-14.0
-0.004292,-13.600000000000001
-0.004288,-13.600000000000001
-0.0042840000000000005,-13.200000000000001
-0.00428,-12.8
-0.004276,-12.8
-0.004272,-12.4
-0.004268,-12.4
-0.004264,-12.0
-0.00426,-12.0
-0.004256,-11.600000000000001
-0.004252000000000001,-11.600000000000001
-0.004248,-11.200000000000001
-0.004244,-11.200000000000001
-0.00424,-10.8
-0.004236,-10.8
-0.004232,-10.4
-0.004228,-10.4
-0.004224,-10.0
-0.00422,-10.4
-0.004216,-10.0
-0.0042120000000000005,-9.600000000000001
-0.004208,-9.600000000000001
-0.004204,-9.600000000000001
-0.004200000000000001,-9.200000000000001
-0.004196,-9.200000000000001
-0.004192,-9.200000000000001
-0.004188,-8.8
-0.004184,-8.8
-0.00418,-8.4
-0.004176,-8.4
-0.004172,-8.0
-0.004168,-8.0
-0.004164,-7.6000000000000005
-0.0041600000000000005,-8.0
-0.004156,-7.6000000000000005
-0.004152,-7.6000000000000005
-0.004148,-7.6000000000000005
-0.004144,-7.2
-0.0041400000000000005,-7.2
-0.004136,-7.2
-0.004132,-7.2
-0.004128,-6.800000000000001
-0.004124,-6.800000000000001
-0.00412,-6.800000000000001
-0.004116,-6.4
-0.004112,-6.4
-0.0041080000000000005,-6.4
-0.004104,-6.4
-0.0041,-6.0
-0.004096,-6.0
-0.004092,-6.0
-0.0040880000000000005,-6.0
-0.004084,-5.6000000000000005
-0.00408,-5.6000000000000005
-0.004076,-5.6000000000000005
-0.004072,-5.6000000000000005
-0.0040680000000000004,-5.6000000000000005
-0.004064,-5.2
-0.00406,-5.2
-0.004056000000000001,-5.2
-0.004052,-4.800000000000001
-0.004048,-4.800000000000001
-0.004044,-4.800000000000001
-0.00404,-4.800000000000001
-0.0040360000000000005,-4.800000000000001
-0.004032,-4.4
-0.004028,-4.4
-0.004024,-4.4
-0.00402,-4.4
-0.0040160000000000005,-4.4
-0.004012,-4.4
-0.004008,-4.4
-0.004004000000000001,-4.0
-0.004,-4.0
-0.003996,-4.0
-0.003992,-4.0
-0.003988,-3.6
-0.003984,24.0
-0.00398,24.0
-0.003976,23.6
-0.003972,23.200000000000003
-0.003968,22.8
-0.0039640000000000005,22.8
-0.00396,22.0
-0.003956,22.0
-0.003952000000000001,21.6
-0.003948,21.200000000000003
-0.0039440000000000005,20.8
-0.00394,20.400000000000002
-0.003936,20.400000000000002
-0.003932,20.0
-0.003928,19.6
-0.003924,19.200000000000003
-0.00392,19.200000000000003
-0.003916,18.8
-0.0039120000000000005,18.400000000000002
-0.003908,18.400000000000002
-0.0039040000000000004,18.0
-0.0039000000000000003,17.6
-0.003896,17.2
-0.003892,17.2
-0.003888,16.8
-0.0038840000000000003,16.400000000000002
-0.00388,16.400000000000002
-0.003876,16.400000000000002
-0.0038720000000000004,16.0
-0.003868,15.600000000000001
-0.0038640000000000002,15.600000000000001
-0.00386,15.200000000000001
-0.003856,14.8
-0.0038520000000000004,14.4
-0.003848,14.4
-0.003844,14.4
-0.00384,14.0
-0.003836,13.600000000000001
-0.0038320000000000003,13.600000000000001
-0.0038280000000000002,13.200000000000001
-0.003824,13.200000000000001
-0.0038200000000000005,13.200000000000001
-0.003816,12.8
-0.0038120000000000003,12.8
-0.003808,12.4
-0.003804,12.4
-0.0038000000000000004,12.0
-0.003796,12.0
-0.0037920000000000002,11.600000000000001
-0.003788,11.200000000000001
-0.003784,11.200000000000001
-0.0037800000000000004,11.200000000000001
-0.003776,10.8
-0.003772,10.8
-0.003768,10.8
-0.003764,10.4
-0.0037600000000000003,10.4
-0.0037560000000000002,10.0
-0.003752,10.0
-0.0037480000000000005,9.600000000000001
-0.003744,9.600000000000001
-0.0037400000000000003,9.600000000000001
-0.003736,9.200000000000001
-0.003732,9.200000000000001
-0.0037280000000000004,9.200000000000001
-0.003724,8.8
-0.00372,8.8
-0.003716,8.8
-0.003712,8.4
-0.0037080000000000004,8.8
-0.0037040000000000003,8.4
-0.0037,8.0
-0.003696,8.0
-0.003692,8.0
-0.0036880000000000003,7.6000000000000005
-0.003684,7.6000000000000005
-0.00368,7.6000000000000005
-0.0036760000000000004,7.2
-0.003672,7.2
-0.0036680000000000003,7.2
-0.003664,6.800000000000001
-0.00366,6.800000000000001
-0.0036560000000000004,6.800000000000001
-0.003652,6.800000000000001
-0.003648,6.4
-0.003644,6.4
-0.00364,6.4
-0.0036360000000000003,6.4
-0.0036320000000000002,6.4
-0.003628,6.0
-0.0036240000000000005,6.0
-0.00362,6.0
-0.0036160000000000003,6.0
-0.003612,5.6000000000000005
-0.003608,5.6000000000000005
-0.0036040000000000004,5.6000000000000005
-0.0036,5.6000000000000005
-0.0035960000000000002,5.2
-0.003592,5.2
-0.003588,5.2
-0.0035840000000000004,5.2
-0.00358,5.2
-0.003576,5.2
-0.003572,4.800000000000001
-0.003568,4.800000000000001
-0.0035640000000000003,4.800000000000001
-0.0035600000000000002,4.800000000000001
-0.003556,4.4
-0.0035520000000000005,4.4
-0.003548,4.4
-0.0035440000000000003,4.4
-0.00354,4.4
-0.003536,4.4
-0.0035320000000000004,4.0
-0.003528,4.4
-0.0035240000000000002,4.0
-0.00352,4.0
-0.003516,4.0
-0.0035120000000000004,4.0
-0.0035080000000000003,4.0
-0.003504,3.6
-0.0035,4.0
-0.003496,3.6
-0.0034920000000000003,3.6
-0.003488,3.6
-0.003484,3.6
-0.0034800000000000005,3.6
-0.003476,3.2
-0.0034720000000000003,3.2
-0.003468,3.6
-0.003464,3.2
-0.0034600000000000004,3.2
-0.003456,3.2
-0.003452,3.2
-0.003448,3.2
-0.003444,2.8000000000000003
-0.0034400000000000003,2.8000000000000003
-0.0034360000000000003,2.8000000000000003
-0.003432,2.8000000000000003
-0.0034280000000000005,2.8000000000000003
-0.003424,2.8000000000000003
-0.0034200000000000003,2.8000000000000003
-0.003416,2.8000000000000003
-0.003412,2.4000000000000004
-0.0034080000000000004,2.8000000000000003
-0.003404,2.4000000000000004
-0.0034000000000000002,2.4000000000000004
-0.003396,2.4000000000000004
-0.003392,2.4000000000000004
-0.0033880000000000004,2.4000000000000004
-0.003384,2.8000000000000003
-0.00338,2.4000000000000004
-0.003376,2.4000000000000004
-0.003372,2.4000000000000004
-0.0033680000000000003,2.4000000000000004
-0.0033640000000000002,2.0
-0.00336,2.0
-0.0033560000000000005,2.0
-0.003352,2.4000000000000004
-0.0033480000000000003,2.0
-0.003344,2.0
-0.00334,2.4000000000000004
-0.0033360000000000004,2.0
-0.003332,2.0
-0.0033280000000000002,2.0
-0.003324,2.0
-0.00332,2.0
-0.0033160000000000004,2.0
-0.0033120000000000003,1.6
-0.003308,2.0
-0.003304,1.6
-0.0033,2.0
