t,V_R
-0.0025,-3.2
-0.0024980000000000002,-3.2
-0.002496,4.4
-0.002494,25.6
-0.002492,25.6
-0.00249,25.6
-0.002488,25.200000000000003
-0.002486,25.200000000000003
-0.002484,25.200000000000003
-0.0024820000000000003,24.8
-0.00248,24.8
-0.002478,24.400000000000002
-0.002476,24.400000000000002
-0.002474,24.0
-0.0024720000000000002,24.0
-0.00247,23.6
-0.002468,23.6
-0.002466,23.200000000000003
-0.002464,23.200000000000003
-0.002462,22.8
-0.00246,22.8
-0.002458,22.8
-0.002456,22.400000000000002
-0.002454,22.400000000000002
-0.002452,22.0
-0.00245,22.0
-0.002448,22.0
-0.0024460000000000003,21.6
-0.002444,21.6
-0.002442,21.200000000000003
-0.00244,21.200000000000003
-0.002438,20.8
-0.0024360000000000002,20.8
-0.002434,20.8
-0.002432,20.400000000000002
-0.00243,20.400000000000002
-0.002428,20.0
-0.002426,20.0
-0.002424,20.0
-0.002422,19.6
-0.0024200000000000003,19.6
-0.002418,19.200000000000003
-0.002416,19.200000000000003
-0.002414,19.200000000000003
-0.002412,18.8
-0.0024100000000000002,18.8
-0.002408,18.400000000000002
-0.002406,18.400000000000002
-0.002404,18.400000000000002
-0.002402,18.0
-0.0024000000000000002,18.0
-0.002398,17.6
-0.002396,17.6
-0.002394,17.6
-0.002392,17.6
-0.00239,17.2
-0.002388,17.2
-0.002386,17.2
-0.002384,16.8
-0.002382,16.8
-0.00238,16.400000000000002
-0.002378,16.400000000000002
-0.002376,16.400000000000002
-0.0023740000000000002,16.400000000000002
-0.002372,16.0
-0.00237,16.0
-0.002368,16.0
-0.002366,15.600000000000001
-0.002364,15.600000000000001
-0.002362,15.600000000000001
-0.00236,15.200000000000001
-0.002358,15.200000000000001
-0.002356,15.200000000000001
-0.002354,14.8
-0.002352,14.8
-0.00235,14.8
-0.0023480000000000003,14.4
-0.002346,14.4
-0.002344,14.4
-0.002342,14.4
-0.00234,14.0
-0.0023380000000000002,14.0
-0.002336,14.0
-0.002334,13.600000000000001
-0.002332,13.600000000000001
-0.00233,13.600000000000001
-0.002328,13.600000000000001
-0.002326,13.200000000000001
-0.002324,13.200000000000001
-0.0023220000000000003,13.200000000000001
-0.00232,13.200000000000001
-0.002318,12.8
-0.002316,12.8
-0.002314,12.8
-0.0023120000000000003,12.8
-0.00231,12.4
-0.002308,12.4
-0.002306,12.4
-0.002304,12.0
-0.0023020000000000002,12.0
-0.0023,12.0
-0.002298,12.0
-0.002296,12.0
-0.002294,11.600000000000001
-0.002292,11.600000000000001
-0.00229,11.600000000000001
-0.002288,11.600000000000001
-0.002286,11.200000000000001
-0.002284,11.200000000000001
-0.002282,11.200000000000001
-0.00228,11.200000000000001
-0.002278,10.8
-0.0022760000000000002,10.8
-0.002274,10.8
-0.002272,10.8
-0.00227,10.4
-0.002268,10.4
-0.0022660000000000002,10.4
-0.002264,10.4
-0.002262,10.4
-0.00226,10.0
-0.002258,10.0
-0.002256,10.0
-0.002254,10.0
-0.002252,9.600000000000001
-0.0022500000000000003,9.600000000000001
-0.002248,9.600000000000001
-0.002246,9.600000000000001
-0.002244,9.600000000000001
-0.002242,9.600000000000001
-0.0022400000000000002,9.600000000000001
-0.002238,9.200000000000001
-0.002236,9.200000000000001
-0.002234,9.200000000000001
-0.002232,9.200000000000001
-0.00223,9.200000000000001
-0.002228,8.8
-0.002226,8.8
-0.0022240000000000003,8.8
-0.002222,8.8
-0.00222,8.8
-0.002218,8.4
-0.002216,8.4
-0.002214,8.4
-0.002212,8.4
-0.00221,8.4
-0.002208,8.0
-0.002206,8.0
-0.0022040000000000002,8.0
-0.002202,8.0
-0.0022,8.0
-0.0021980000000000003,8.0
-0.002196,7.6000000000000005
-0.002194,7.6000000000000005
-0.002192,7.6000000000000005
-0.00219,7.6000000000000005
-0.002188,7.6000000000000005
-0.002186,7.2
-0.002184,7.2
-0.002182,7.2
-0.00218,7.2
-0.0021780000000000002,7.2
-0.002176,7.2
-0.002174,7.2
-0.002172,6.800000000000001
-0.00217,6.800000000000001
-0.0021680000000000002,6.800000000000001
-0.002166,6.800000000000001
-0.002164,6.800000000000001
-0.002162,6.800000000000001
-0.00216,6.4
-0.002158,6.4
-0.002156,6.4
-0.002154,6.4
-0.0021520000000000003,6.4
-0.00215,6.4
-0.002148,6.4
-0.002146,6.0
-0.002144,6.0
-0.0021420000000000002,6.0
-0.00214,6.0
-0.002138,6.0
-0.002136,6.0
-0.002134,6.0
-0.002132,6.0
-0.00213,5.6000000000000005
-0.002128,5.6000000000000005
-0.0021260000000000003,5.6000000000000005
-0.002124,5.6000000000000005
-0.002122,5.6000000000000005
-0.00212,5.6000000000000005
-0.002118,5.6000000000000005
-0.002116,5.6000000000000005
-0.002114,5.6000000000000005
