1761372000,0000008000000004,1733529807219,2563,1659
1761372000,0000000100000004,1733530784608,2505,1660
1761372000,0000000100000001,1733535164111,2247,1661
1761372000,0000000200000080,1733535638712,2219,1662
1761372004,0000004000000004,1733569627437,196,1663
1761372004,0000000800000002,1733577840168,4891,1664
1761372006,0000008000000008,1733590175263,4151,1665
1761372006,0000008000000080,1733590776829,4114,1666
1761372013,0000000100000008,1733661941987,5025,1667
1761372013,0000000400000040,1733663170817,4951,1668
1761372013,0000000800000001,1733663225440,4948,1669
1761372013,0000002000000002,1733666834493,4734,1670
1761372014,0000000200000080,1733671929582,4429,1671
1761372015,0000008000000002,1733687694719,3465,1672
1761372016,0000000100000001,1733690520824,3291,1673
1761372019,0000000200000010,1733726593246,1127,1674
1761372021,0000000800000004,1733744240266,5268,1675
1761372022,0000004000000004,1733750852834,4871,1676
1761372024,0000004000000080,1733774791421,3419,1677
1761372026,0000000400000002,1733792969881,2319,1678
1761372026,0000000100000002,1733796061104,2135,1679
1761372027,0000000200000010,1733801130323,1835,1680
1761372030,0000008000000008,1733831499214,5212,1681
1761372030,0000000100000001,1733832259836,5167,1682
1761372031,0000000100000008,1733838126317,4816,1683
1761372031,0000000100000008,1733839075831,4760,1684
1761372032,0000004000000002,1733856936152,3676,1685
1761372033,0000000800000004,1733867393512,3034,1686
1761372035,0000008000000008,1733885341409,1960,1687
1761372036,0000000400000008,1733894330457,1423,1688
1761372037,0000000400000008,1733898642954,1164,1689
1761372038,0000000800000001,1733909425474,529,1690
1761372038,0000000100000008,1733916034805,5322,1691
1761372039,0000008000000004,1733920602288,5047,1692
1761372040,0000000400000008,1733929578801,4512,1693
1761372041,0000000100000002,1733940171220,3867,1694
1761372041,0000000800000008,1733943265197,3677,1695
1761372043,0000000200000008,1733964602256,2379,1696
1761372043,0000000400000004,1733965134413,2348,1697
1761372043,0000000800000080,1733965740636,2313,1698
1761372044,0000002000000040,1733968074048,2174,1699
1761372045,0000000100000001,1733980390261,1440,1700
1761372047,0000008000000040,1734004418634,5199,1701
1761372052,0000000400000001,1734050474029,2407,1702
1761372056,000000800000000e,1734092404328,5100,1703
1761372059,0000000800000001,1734118459212,3523,1704
1761372059,0000000800000080,1734122482061,3276,1705
1761372060,0000008000000080,1734131863798,2705,1706
1761372062,0000008000000080,1734156706441,1222,1707
1761372066,0000002000000008,1734193614976,4208,1708
1761372069,0000000100000080,1734223313546,2398,1709
1761372071,0000000200000008,1734241624395,1308,1710
1761372072,0000000400000004,1734254120052,568,1711
1761372073,0000000100000002,1734265938740,5048,1712
1761372075,0000000800000001,1734287330797,3757,1713
1761372076,0000000100000001,1734291485709,3502,1714
1761372077,0000004000000002,1734297909074,3106,1715
1761372077,0000008000000002,1734307018786,2556,1716
1761372078,0000000400000080,1734315002152,2083,1717
1761372080,0000000100000004,1734330865698,1134,1718
